username,user_handle,date,retweets,favorites,text,geological_location,mentions,hashtags,tweet_id,permalink,,,,,,
@PRABOWOSANDI.IG,DenAdam_02,4/2/2019 23:53,135,252,"Alhamdulillah Allah tunjukkan kuasaNya ,tanpa sengaja TGB orasi bilang Jokowi Kalah... @ Fahrihamzah @ IpungLombok @ HAchsyid @ geloraco @ CintaNKRI12 @ KingPurwa @ IbuCamat02 @ HeraLoebs @ zarazettirazr @ Anggraini_4yu @ BasukiAyu @ Serizawa_0886 @ lookinglove62 # 17AprilJokowiDiretaspic.twitter.com/JZ7M1XEoty",,@ @ @ @ @ @ @ @ @ @ @ @ @,#,1.11312E+18,https://twitter.com/DenAdam_02/status/1113122330283171840,,,,,,
Silvy_Riau 🌸🌺,Silvy_riau,4/2/2019 23:27,535,956,Harusnya Ini yang diliput Metro Tipu2 yg sesuai Beritanya om @ fadlizon TGB panik bilang 2019 Jokowi Kalah Mbah Yai bilang Indonesia Bubar... Pengunjungpun Bubar NTB itu Pemilihnya Pak @ prabowo @ sandiuno dan massanya om @ Fahrihamzah Tanda2 Kekalahan Makin Jelas pic.twitter.com/C9i1DPX1sB,,@ @ @ @,,1.11312E+18,https://twitter.com/Silvy_riau/status/1113115783255621633,,,,,,
Nowowo🇮🇩#88,CoretPdipilpres,4/2/2019 23:19,42,66,Hai anak muda!! Camkanlah ini.. rapatkan barisan untuk 17 April pilih @ jokowi # JokowiPutihMenang # JokowiMengubahSemua # 17AprilCoblosJokowiAmin # 01DILANjutkan # TIM88UntukJokowiAminpic.twitter.com/P2mqi13xlT,,@,# # # # #,1.11311E+18,https://twitter.com/CoretPdipilpres/status/1113113682358091776,,,,,,
Murtadha01,MurtadhaOne,4/2/2019 22:06,386,1201,"Pak Jokowi & Ibu Iriana bertemu dg sesepuh kemerdekaan Ngawi Mbah Tutut (90 tn lebih). Mbah Tutut dulu perannya membantu pembuatan senjata para pejuang sejak 1931. Dari tadi Mbah Tutut menanyakan: mana anakku Jokowi. Semoga Ibu bisa melihat Indonesia Maju"". Sehat terus Mbah pic.twitter.com/H7nFp6ji9c""",,,,1.1131E+18,https://twitter.com/MurtadhaOne/status/1113095406492082176,,,,,,
Priyo Budi Santoso,PriyoBudiS,4/2/2019 21:53,662,1229,"Itu upaya Jokowi mengadu domba membenturkan TNI, politik pecah belah. Kaum yg rasional paham Capres Prabowo mengajak evaluasi kekuatan TNI demi pertahanan kedaulatan NKRI. https://twitter.com/CNNIndonesia/status/1113078652156010496 …",,,,1.11309E+18,https://twitter.com/PriyoBudiS/status/1113091999538675712,,,,,,
Joko Widodo,jokowi,4/2/2019 21:41,1044,4217,"Pada Hari Peduli Autisme Sedunia yang ke-12 yang jatuh pada hari ini, saya mendorong kita semua untuk lebih mengenal, lebih peduli, menerima dengan tangan terbuka, dan memberi ruang yang lapang kepada mereka yang hidup dengan autisme.pic.twitter.com/5lwI4USmjc",,,,1.11309E+18,https://twitter.com/jokowi/status/1113088960731930624,,,,,,
K.H. Ma’ruf Amin,KHMarufAmin_,4/2/2019 21:35,166,378,Bismillahirraahmanirrahiim. Bersatu dalam kebajikan dan hormat-menghormati dalam salam. Di balik berwibawanya Pak @ Jokowi dengan segala tanggung jawab besar yang ada di pundak beliau sebagai presiden dari 250 juta rakyat. # 01JokowiAmin # 01IndonesiaMajupic.twitter.com/qKi7fs3EEj,,@,# #,1.11309E+18,https://twitter.com/KHMarufAmin_/status/1113087543715618816,,,,,,
IG: Nong Andah Darol Mahmada,nongandah,4/2/2019 21:29,60,132,Ini kok bisa ya prabowo pidato dg background pak @ jokowi & caleg @ psi_id di Padang pic.twitter.com/evTSBlkaHt,,@ @,,1.11309E+18,https://twitter.com/nongandah/status/1113086055111045121,,,,,,
IG: ulinyusron,ulinyusron,4/2/2019 21:14,234,568,Pak Jokowi & Ibu Iriana bertemu dengan sesepuh kemerdekaan Mbah Tutut (90 tahun lebih). Mbah Tutut dulu perannya membantu pembuatan senjata pejuang Indonesia sejak 1931. Dari tadi Mbah Tutut menanyakan: mana anakku Jokowi. Semoga Ibu bisa melihat Indonesia Maju. Sehat terus Mbah pic.twitter.com/jFNsDGtkW2,,,,1.11308E+18,https://twitter.com/ulinyusron/status/1113082170468261888,,,,,,
@zaenal-tea,zaenalkase,4/2/2019 20:53,32,58,Para bidadari dari partai bulan bintang yg menyatakan mendukung pak @ jokowi dan @ KyaiMarufAmin mereka begitu cantik pinter cerdas terimakasih @ Yusrilihza_Mhd kita semua ayo dong semanget jangan kedor ayo ajak semua kita pilih @ jokowi # 17AprilCoblosBajuPutih # IndonesiaMaju pic.twitter.com/Os0g7k19rc,,@ @ @ @,# #,1.11308E+18,https://twitter.com/zaenalkase/status/1113077023067398144,,,,,,
Dede Budhyarto,kangdede78,4/2/2019 20:13,149,339,"Kampanye terbuka Capres @ jokowi di Kabupaten Ngawi, Jatim, berlangsung di GOR Bung Hatta, Ngawi. *tentang Capres 01 dari warga Kabupaten Ngawi. # NgawiNyoblosJokowiAminpic.twitter.com/FWo8K779jq",,@,#,1.11307E+18,https://twitter.com/kangdede78/status/1113066936408059905,,,,,,
nofriyaldi,1001SIKEREI,4/2/2019 20:04,38,66,Mari kita dukung Jokowi 1 periode.. Selanjutnya.... 17 April 2019 kita dukung pak @ prabowo untuk memulangkan si JAE ke solo # PrabowoMenyapaSumbar # 17AprilJokowiDiretas pic.twitter.com/C4VUCy7P4Q,,@,# #,1.11306E+18,https://twitter.com/1001SIKEREI/status/1113064612486819845,,,,,,
K.H. Ma’ruf Amin,KHMarufAmin_,4/2/2019 19:49,365,1027,"Bismillahirraahmanirrahiim. Nuansa kampanye terbuka di Lapangan Selong, Lombok Timur, NTB begitu membangkitkan semangat. Massa yg hadir sangat antusias dan bersemangat meneriakkan jargon-jargon pasangan Jokowi-Amin. Mari kita jg semangat ini dan kawal suara kt pd 17 April nanti. pic.twitter.com/v0Qg7hfxR7",,,,1.11306E+18,https://twitter.com/KHMarufAmin_/status/1113060923868995584,,,,,,
setiapancasila,setiapancasila,4/2/2019 19:45,64,129,"Alhamdulilah,kluarga sigar(ibunda prabowo)dukung Pak jokowi-maruf,mantabb pic.twitter.com/r8mVMPfgKr",,,,1.11306E+18,https://twitter.com/setiapancasila/status/1113059755797360642,,,,,,
#2019WAJAHBARU,Fahrihamzah,4/2/2019 19:39,918,2530,Hari gini masih berantem.. Kabinet jokowi...oh... https://twitter.com/tempodotco/status/1112926431917400065 …,,,,1.11306E+18,https://twitter.com/Fahrihamzah/status/1113058434360832000,,,,,,
Inlander 😎 Ndeso😎 #01JM,SuryoUdoro,4/2/2019 18:46,58,76,"Selain merasakan kinerja pemerintah (Jokowi) di Minahasa. Kel.bsr Sigar adalah kel.dg keyakinan Keistiani yg kuat, tak ingin salah satu kel.mereka dipengaruhi oleh paham2 HTI yg b.tentangan dg ideologi Pancasila serta pengaruh klmpok intoleran 'peak' 212 https://m.detik.com/news/berita/4494101/keluarga-ibunda-prabowo-di-sulut-dukung-jokowi-maruf-amin …pic.twitter.com/4CZymX0N3t",,,,1.11305E+18,https://twitter.com/SuryoUdoro/status/1113045113784025089,,,,,,
BERKARYA INFO,berkaryainfo,4/2/2019 17:38,33,94,Media: Survei terbaru LSI," Jokowi Ma'aruf Unggul 2 Digit dari Prabowo-Sandi"" Responden : Survei pilih Jokowi - Ma'aruf "," Coblosnya ya Prabowo -Sandi ): Vote#02 Partai # Berkarya No 7pic.twitter.com/yD7S249uCW""",,,#02 #,1.11303E+18,https://twitter.com/berkaryainfo/status/1113027988113616896,,,,
Ganjar Pranowo,ganjarpranowo,4/2/2019 17:35,324,1851,Sugeng rawuh di solo pak @ jokowi pic.twitter.com/xs9wKgXHIt,,@,,1.11303E+18,https://twitter.com/ganjarpranowo/status/1113027113890721792,,,,,,
Musni Umar,musniumar,4/2/2019 17:10,1294,2330,Prihatin sekali menyogok Kiai untuk menang Pemilu 2019https://www.gelora.co/2019/04/video-luhut-kasih-amplop-ke-kyai-andi.html …,,,,1.11302E+18,https://twitter.com/musniumar/status/1113020991729356802,,,,,,
ADDIE MS,addiems,4/2/2019 16:57,258,915,Pak Jokowi di mata DJ Winky. pic.twitter.com/Tg7EVZSBWZ,,,,1.11302E+18,https://twitter.com/addiems/status/1113017565104599040,,,,,,
ADDIE MS,addiems,4/2/2019 16:40,1580,4322,"Ini epic! Badan kerempeng, tapi.. Nyali gede banget! 2016, Presiden Jokowi langsung datangi Natuna yg sedang bermasalah. pic.twitter.com/pncpCCvKB5",,,,1.11301E+18,https://twitter.com/addiems/status/1113013363531898880,,,,,,
KOMANDO PRABOWO!,FandhuW89,4/2/2019 16:09,111,209,". Melihat Dari Dekat Bagaimana Mbak Inul Jatuh/Kejengkang diAcara Kampanye Jokowi  # Cekidot pic.twitter.com/DR41wnrQ4D""",,,#,1.11301E+18,https://twitter.com/FandhuW89/status/1113005428714029056,,,,,,
Ayla Persneleng Cahaya,ellaclearOS2,4/2/2019 16:08,103,295,Mangkrak 29 tahun pakde @ jokowi sulap Mandalika menjadi surkuit balap Lombok siap jadi tuan rumah MotoGp2021 @ Kiyai_MarufAmin @ addiems # LombokJokowiAminpic.twitter.com/pZdiDZQ3sk,,@ @ @,#,1.11301E+18,https://twitter.com/ellaclearOS2/status/1113005185394139136,,,,,,
ｲ乇ん乃oｲoﾚ ⱣɇđøĦᵾnŧɇɍ,MyNameNdon,4/2/2019 16:05,83,216,"Semakin Banyak Orang Kecewa ke Jokowi, Prabowo Diprediksi Menang # 15HariLagiCoblosCapres02 https://www.gelora.co/2019/04/semakin-banyak-orang-kecewa-ke-jokowi.html?m=1 …pic.twitter.com/3GP7k8xF9B",,,#,1.113E+18,https://twitter.com/MyNameNdon/status/1113004434009870337,,,,,,
🇮🇩#JokowiLagi🇲🇨,NurSyahbana9,4/2/2019 15:55,50,60,"Hoax terbongkar, Ratna Sarumpaet kok minta maaf ke Prabowo, bukankah yg di fitnah pak Jokowi? Jika Hoaxnya Ratna Sarumpaet tidak terbongkar pasti dia di jadikan pahlawan, bak seorang cut nyak Dhien Alhamdulillah, bangsa ini dilindungi Allah SWT dari segala fitnah-fitnah keji pic.twitter.com/O1zRy7ViMX",,,,1.113E+18,https://twitter.com/NurSyahbana9/status/1113002004442279936,,,,,,
Alkautsar,AlkautsarIZ,4/2/2019 15:51,34,51,"Jajak pendapat publik dua minggu jelang pilpres. Tren migrasi pemilih Jokowi ke Prabowo diakibatkan gejala objektif ditengah masyarakat yaitu kebijakan yang tidak berpihak pada rakyat, keresahan terhadap sulitnya akses pekerjaan, hukum yang tidak berkeadilan serta isu korupsi. pic.twitter.com/yDew4cbj4O",,,,1.113E+18,https://twitter.com/AlkautsarIZ/status/1113001033960108032,,,,,,
Revalina Putri,Revalina_Pu3,4/2/2019 15:50,12,29,"Jokowi mencintai TNI, TNI mencintai Jokowi balik @ OfficialRepnas # Repnas # JokoWIN17Aprilpic.twitter.com/liaEwsPf0m",,@,# #,1.113E+18,https://twitter.com/Revalina_Pu3/status/1113000857186918400,,,,,,
#01JokowiAmin,yusuf_dumdum,4/2/2019 15:48,95,232,"Salut! Suara hati nurani tidak bisa dibohongi. Keluarga Ibunda @ prabowo di Sulawesi Utara menyatakan dukungannya utk Jokowi-Ma'ruf Amin. Sbelumnya keluarga Uno jg dukung @ jokowi di pilpres 2019 ini. Waspada kapal pecah, bnyak yg panik halalkan sgala cara. # WongKitoCoblosJokowipic.twitter.com/pM5xN0qB1N",,@ @,#,1.113E+18,https://twitter.com/yusuf_dumdum/status/1113000194059071488,,,,,,
Warta🌐Politik™,wartapoLitik,4/2/2019 15:43,153,184,"[GEGER Kaus HUT BUMN Bergambar Jokowi] Said Didu: Baru Pertama Kali Terjadi, Warganet: Badan Usaha Milik Naciro https://www.portal-islam.id/2019/04/kaus-hut-bumn-bergambar-jokowi-said.html …pic.twitter.com/0OzPoF6rZs",,,,1.113E+18,https://twitter.com/wartapoLitik/status/1112999012544610304,,,,,,
Syarman Lawyer,Syarman59,4/2/2019 15:25,53,143,Pak Jokowi dan Ibu Riana Selamat Datang di Kota Pempek Palembang # WongKitoCoblosJokowipic.twitter.com/ykKB1V0i7V,,,#,1.11299E+18,https://twitter.com/Syarman59/status/1112994459690590208,,,,,,
andi arief,AndiArief__,4/2/2019 15:04,990,1647,ini cara Jokowi mencari suara lewat BUMN. pic.twitter.com/PP514Puwhc,,,,1.11299E+18,https://twitter.com/AndiArief__/status/1112989092612997120,,,,,,
Al Kuffi,KuffiAl,4/2/2019 15:00,11,8,"Meski NTB jauh dari ibu kota, tapi @ jokowi memberikan perhatian penuh agar terciptanya kemandirian ekonomi di tingkat desa. # LombokJokowiAminpic.twitter.com/4Ey1VxgZwD",,@,#,1.11299E+18,https://twitter.com/KuffiAl/status/1112988278066569217,,,,,,
LADY RAIN,murny7,4/2/2019 14:58,59,133,Apa kata dunia...keluarga Prabowo di Manado mendukung dan memilih Jokowi....yessss Jokowi yang terbaik # JokowiDILANjutkanLagi # 17AprilCoblosJokowiAmin # 17AprilJokowiMenang # JokowiLagipic.twitter.com/4IZdn8vKyw,,,# # # #,1.11299E+18,https://twitter.com/murny7/status/1112987534764630016,,,,,,
King Toekidjan,KingToekidjan,4/2/2019 14:47,527,1144,"Jika dunia tweeter belakangan ini terguncang dg rontoknya akun influencer dari kubu 02 entah karena di retas atau di-suspend ternyata bisa dimaklumi, kl kubu 01 panik dasyat karena elektabilitas @ prabowo dari ke hari naik sdg @ jokowi menurun . Ayo gaes geber terus dukunganlu pic.twitter.com/q9E5p81MCu",,@ @,,1.11298E+18,https://twitter.com/KingToekidjan/status/1112984925530021891,,,,,,
seword,sewordcom,4/2/2019 14:38,70,145,Bener juga ya.. Sepertinya Prabowo itu inginnya jadi Menterinya Jokowi... Hayo gimana Pak Arif Poyuono yg lebih Prabowo dari Prabowo??? # 17AprilCoblosBajuPutihpic.twitter.com/5s2sUvGGR8,,,#,1.11298E+18,https://twitter.com/sewordcom/status/1112982659276333056,,,,,,
#01JokowiAmin,yusuf_dumdum,4/2/2019 14:09,106,309,Antusias masyarakat Palembang menyambut pak @ jokowi pic.twitter.com/iG4oHLOhfK,,@,,1.11298E+18,https://twitter.com/yusuf_dumdum/status/1112975395765182465,,,,,,
odoytwoseven,odoy__27,4/2/2019 14:07,2,7,"Kampanye hari ini @ jokowi di kab ngawi,medianya metro ngapusi.wkwkwk # 15HariLagiCoblosCapres02pic.twitter.com/loR4RzZft3",,@,#,1.11297E+18,https://twitter.com/odoy__27/status/1112974789453348864,,,,,,
Jokowi Bagus,JokowiBagus,4/2/2019 14:00,50,80,Presiden @ Jokowi dan istrinya Ibu Iriana Joko Widodo diarak menggunakan mobil hias # JokoWIN17April # WongKitoCoblosJokowipic.twitter.com/jGI8oqIFbT,,@,# #,1.11297E+18,https://twitter.com/JokowiBagus/status/1112973009013288961,,,,,,
Garundang adalah KITA,PemilihJKW,4/2/2019 13:41,12,12,"Suara hati & sikap pak walikota Solok ZUL ELFIAN dalam sebuah wawancara kenapa beliau begitu ngotot memperjuangkan Jokowi 2 Periode sekalipun banyak mendapat tantangan. Kata beliau dalam do'a, Andaikan mereka tau ya Allah, mereka akan pasti bersama2 dg saya mendukung pak @ jokowi pic.twitter.com/vaUa7StEBO",,@,,1.11297E+18,https://twitter.com/PemilihJKW/status/1112968153150058496,,,,,,
J.S. Prabowo,marierteman,4/2/2019 13:19,240,703,Jangan sekali-kali membohongi rakyat jika tidak ingin ditolak pak @ jokowi pic.twitter.com/1A83lhw5TM,,@,,1.11296E+18,https://twitter.com/marierteman/status/1112962792288485376,,,,,,
AP,peni_me,4/2/2019 12:51,108,182,"wich, amplopnya keliatan tebel cuy pake bisik² '' coblos yg pake baju putih '' begitu kira² cara jokowi beli suara !!! pic.twitter.com/KgAnBCL7Ir",,,,1.11296E+18,https://twitter.com/peni_me/status/1112955626693419009,,,,,,
Dhilla Nuraeni Azzuhri,85_dhilla,4/2/2019 14:38,10,12,5 alasan mengapa TGB siap dukung @ jokowi @ Kiyai_MarufAmin. # LombokJokowiAminpic.twitter.com/BkLDz8rRIx,,@ @,#,1.11298E+18,https://twitter.com/85_dhilla/status/1112982540313214977,,,,,,
RMOL.CO,rmolco,4/2/2019 14:20,909,1506,"Survei IDM: Elektabilitas Prabowo-Sandi 57,6 Persen, Jokowi-Maruf 38,76 Persen # KlikRMOLhttps://politik.rmol.co/read/2019/04/02/384433/Survei-IDM:-Elektabilitas-Prabowo-Sandi-57,6-Persen,-Jokowi-Maruf-38,76-Persen- …",,,#,1.11298E+18,https://twitter.com/rmolco/status/1112977972137361408,,,,,,
Jokowi Bagus,JokowiBagus,4/2/2019 13:45,45,76,Pak @ Jokowi dan para masyarakat Palembang di Palembang Sport Convention Center # JokoWIN17April # WongKitoCoblosJokowi pic.twitter.com/RGx94sxcBN,,@,# #,1.11297E+18,https://twitter.com/JokowiBagus/status/1112969295741349888,,,,,,
Dede Budhyarto,kangdede78,4/2/2019 12:52,184,440,Suasana di PJCC kampanye terbuka Capres 01 @ jokowi # WongKitoCoblosJokowipic.twitter.com/aiILRwh8iT,,@,#,1.11296E+18,https://twitter.com/kangdede78/status/1112955936337874945,,,,,,
mei Amoy kecil  他很米兰,Namaku_Mei,4/2/2019 12:40,190,376,Presiden Jokowi mengunjungi kediaman Musisi Iwan fals di Depok pic.twitter.com/zjaej3vqgx,,,,1.11295E+18,https://twitter.com/Namaku_Mei/status/1112953025344073728,,,,,,
Iskandar #02,kandargalang,4/2/2019 12:37,55,99,"Begitu besar perhatian Pak Jokowi terhadap Tiongkok..sampai sebegitu jauhnya menjaga perasaan org2 di Negeri tiongkok/china.., # 17AprilPilihPrabowoSandi # PrabowoTheNextLeaderpic.twitter.com/X5osTtl1Mv",,,# #,1.11295E+18,https://twitter.com/kandargalang/status/1112952257648123904,,,,,,
Noviel Vinsya,NVinsya,4/2/2019 12:16,21,39,"Ga segampang itu hey kubu sebelah ingin menenggelamkan PDI PERJUANGAN , kita sangat militan ga mudah tergoyahkan Ingat pesan Bu Ketua Umum untuk memenangkan pak @ jokowi # 01Jokowi3PDIP # BantengPemenang # PDIPerjuanganM3nangpic.twitter.com/v7UQcVDfx5",,@,# # #,1.11295E+18,https://twitter.com/NVinsya/status/1112946765768998913,,,,,,
Joko Widodo,jokowi,4/2/2019 12:03,5204,13047,"MUI diminta halalkan babi panggang. Panadol adalah tisu basah yang dikeraskan. LGBT dan aborsi dilegalkan. Ular mati karena makan wajan."" Ini beberapa dari ratusan hoaks sepanjang Maret 2019. Dengan pikiran", akal sehat," dan mengecek fakta: kita tahu semua itu hoaks belaka.pic.twitter.com/AXXveo5OCv""",,,,1.11294E+18,https://twitter.com/jokowi/status/1112943731408162816,,,,
Murtadha01,MurtadhaOne,4/2/2019 11:43,495,752,Keluarga prabowo di manado dukung jokowi # JokoWIN17Aprilpic.twitter.com/mWJq0Sp328,,,#,1.11294E+18,https://twitter.com/MurtadhaOne/status/1112938685618577409,,,,,,
andi arief,AndiArief__,4/2/2019 11:41,3757,6471,Ini cara Jokowi membeli suara pic.twitter.com/76M70HuC94,,,,1.11294E+18,https://twitter.com/AndiArief__/status/1112937969608867840,,,,,,
Jokowi Bagus,JokowiBagus,4/2/2019 11:38,100,135,"Setelah di Papua, sekarang Pak @ Jokowi ditemani ibu Iriana, akan berkampanye di Palembang. # JokoWIN17April # WongKitoCoblosJokowipic.twitter.com/fYj5T3ZSmu",,@,# #,1.11294E+18,https://twitter.com/JokowiBagus/status/1112937392711692288,,,,,,
Tommy,baciritaID,4/2/2019 11:38,599,1466,Keluarga Prabowo di Sulawesi Utara mendukung @ jokowi ... # WongKitoCoblosJokowipic.twitter.com/IDSHJGkQH1,,@,#,1.11294E+18,https://twitter.com/baciritaID/status/1112937320833986560,,,,,,
Bane Raja Manalu,baneraja,4/2/2019 11:05,164,417,"Pilih @ jokowi sekali lagi kata Keluarga Koeswoyo. Mau lu kate ape, kita semua milih Jokowi. # 01Jokowi3PDIP # BantengPemenangpic.twitter.com/yYXG2DsmSh",,@,# #,1.11293E+18,https://twitter.com/baneraja/status/1112929072433192960,,,,,,
K.H. Ma’ruf Amin,KHMarufAmin_,4/2/2019 10:57,170,372,Bismillah. Kartu-kartu yg saya dan Pak @ Jokowi luncurkan untuk memudahkan akses masyarakat pada berbagai layanan dasar dirancang agar sesuai dengan kebutuhan yg ada. Ini adl upaya memenuhi kesejahteraan sosial yang sudah semestinya menjadi hak warga negara. # 01JokowiAmin pic.twitter.com/zdpzo3xo3d,,@,#,1.11293E+18,https://twitter.com/KHMarufAmin_/status/1112927014908915712,,,,,,
Joko Widodo,jokowi,4/2/2019 10:36,1934,9874,"Malam yang panjang di Kota Sorong, Papua Barat. Masyarakat tumpah ruah ke jalan-jalan. Saya berhenti enam kali di jalan dari arah Bandara Domine Eduard Osok ke pusat kota, sekadar untuk menyapa, menyalami, dan berswafoto dengan mereka. Terima kasih, Sorong.pic.twitter.com/77QIjD1y2S",,,,1.11292E+18,https://twitter.com/jokowi/status/1112921828098363392,,,,,,
@zaenal-tea,zaenalkase,4/2/2019 10:29,28,36,Waktunya nanem cabe lg ah biar bisa nikah lumayan buat beli mobil sama modal nikah semenjak diera pak @ jokowi para petani sudah mulai hidup sejahtra hasil pertanian mudah menjualnya harga lumayan meningkat # terimakasiJokowi kita harus dan siap # 17AprilCoblosBajuPutihpic.twitter.com/2060Im8e8B,,@,# #,1.11292E+18,https://twitter.com/zaenalkase/status/1112920022374969346,,,,,,
Ruddy Rabrusun,RRabrusun,4/2/2019 9:53,36,93,Semalam pak @ jokowi Di sorong.. Eh katanya masanya bang @ sandiuno Hanya 300 org. Oh tuhan ampunilah mereka yg suka berbohong. Semoga bisa kembali sadar. Amiiiiin.pic.twitter.com/f8NaRkmIay,,@ @,,1.11291E+18,https://twitter.com/RRabrusun/status/1112911018529677312,,,,,,
Kirana Larasati,_kiranalara,4/2/2019 9:49,130,532,Menyusuri sudut-sudut kampung di Bandung dan Cimahi. Demi kemenangan Partai dan pak @ jokowi . Terimakasih utk yg motretin setiap saya door to door. . # kiranaLarasatiHanafiah # UntukJabar1 # Nomer3 # 01Jokowi3PDIPpic.twitter.com/MsT0AoCGNP,,@,# # # #,1.11291E+18,https://twitter.com/_kiranalara/status/1112909961120505856,,,,,,
Pakdhe,pakdhe_J,4/2/2019 9:24,228,362,Perbedaan Jokowi & Prabowo dimata LBP senior Prabowo di Kopassus. Jokowi mempunyai pengalaman pemerintahan. Prabowo? Belum ada pengalaman. Dipercepat masa pensiun ada alias di Pecat! Kalau dibandingkan daya tempur di Tentara ya Jokowi lebih baik dari Prabowo # JokoWIN17Aprilpic.twitter.com/Q38j0EkI8H,,,#,1.1129E+18,https://twitter.com/pakdhe_J/status/1112903658276974592,,,,,,
Ridlwan ꦗꦺꦴꦏꦺꦴꦮꦶ,ridlwandjogja,4/2/2019 9:14,297,384,"Di berbagai kota ribuan rakyat bahagia menyambut @ jokowi. Dengan antusiasme sebesar ini, Insya Allah 17 April bisa menang diatas 60 persen ! # JokoWin17Aprilpic.twitter.com/ndW05Pi8kh",,@,#,1.1129E+18,https://twitter.com/ridlwandjogja/status/1112901062283808775,,,,,,
Eko Widodo,ekowBoy,4/2/2019 9:09,1545,2503,"Pantas Jokowi bungkam atas pelanggaran HAM rezim komunis China trhdp minoritas muslim Uighur di Xinjiang, bahkan ormasnya tega hati menuding Uighur sarang teroris Rupanya takut China tersinggung, kedaulatan kita sbg negara muslim terbesar dunia runtuh! pic.twitter.com/IPzHqfMAra",,,,1.1129E+18,https://twitter.com/ekowBoy/status/1112899720693735425,,,,,,
Daulat Dalimunte,DaulatDalimunte,4/2/2019 8:57,51,54,Inga ! Inga ! Siapa Jokowi sebenarnya ! pic.twitter.com/0VNB95cVQa,,,,1.1129E+18,https://twitter.com/DaulatDalimunte/status/1112896891593912325,,,,,,
#GenerasiVamos,vamos6669,4/2/2019 8:01,30,49,"Keseriusan pemerintahan pak @ Jokowi terhadap pembangunan memang tak perlu diragukan lagi. Untuk mengatasi banjir Jakarta, di Sukamahi dan Ciawi Jawa Barat, pemerintahan @ jokowi bersama PUPR membangun 2 bendungan besar yg berfungsi untuk pengendalian. # 17AprilCoblosJokowiAminpic.twitter.com/n0EZNLhBNb",,@ @,#,1.11288E+18,https://twitter.com/vamos6669/status/1112882647045271552,,,,,,
youtube: Permadi Arya TV,permadiaktivis,4/2/2019 7:59,1339,2996,"Tidak percaya TNI POLRI KPU, minta intervensi asing, tapi muka oplas ngaku digebugin percaya Ledek pak @ jokowi boneka, taunya dia sendiri boneka adiknya, adiknya ngatur siapa jadi menteri antek asing teriak antek asing boneka teriak boneka btw itu siapa yg video call bugil? pic.twitter.com/M1G0GxsY3L",,@,,1.11288E+18,https://twitter.com/permadiaktivis/status/1112882278345072640,,,,,,
Rachland Nashidik,RachlanNashidik,4/2/2019 7:55,500,1179,"Pidato saja tak cukup, Pak @ jokowi. Bikin Commander Call TNI Polri seperti dilakukan Pak SBY, 2014. Cek langsung kepada pimpinan TNI Polri kasus-kasus aparat tak netral di lapangan. Tegur keras atasannya, dan bila perlu, copot dari jabatan bila kasus terbukti terjadi. Berani? https://twitter.com/temponasional/status/1112863222334291968 …",,@,,1.11288E+18,https://twitter.com/RachlanNashidik/status/1112881101029007367,,,,,,
VIO,desviolina,4/2/2019 7:38,31,47,"“Ini sebenarnya ribuan relawan yg juga memenangkan HD-MY di Pilgub Sumsel. Sedangkan saya sendiri mendukung hari ini bKn karna terpilih sebagai gubernur saja, tapi dari tahun 2014 lalu saya telah mendukung Pak @ jokowi” (Herman Deru, Gubernur Sumsel) BerSATU # WongKitoCoblosJokowipic.twitter.com/HHpck27v74",,@,#,1.11288E+18,https://twitter.com/desviolina/status/1112876800802140161,,,,,,
mei Amoy kecil  他很米兰,Namaku_Mei,4/2/2019 7:21,16,52,WNI Australia kompak dukung Jokowi -Ma'ruf Amin pic.twitter.com/5iSPttLqMF,,,,1.11287E+18,https://twitter.com/Namaku_Mei/status/1112872687070633985,,,,,,
Nixon Parapat,Parapat_Nixon,4/2/2019 7:15,98,200,Mreka ditlepon olh bbrp pimpinan partai pngusung Jkw, tawarkn sejlh uang &fasilits, dgn syarat sluruh krtas suara WNI di kota-kota kecil di Saudi ditusuk, coblos Jkw” rizieq Senin,"1/4 & SANG ""junjungan"" PUN SDH IKUT TURUN GUNUNG"," KOMPORI DGN HASUTAN &HOAXhttps://jarrak.id/habib-rizieq-sebut-ketua-tps-di-saudi-diimingi-uang-agar-kertas-suara-tercoblos-jokowi/ …""",,,,1.11287E+18,https://twitter.com/Parapat_Nixon/status/1112871220389638146,
K.H. Ma’ruf Amin,KHMarufAmin_,4/2/2019 7:03,237,599,"Bismillahirraahmanirrahiim. Saya merupakan saksi peran Pak Jokowi dalam mendirikan Seribu Bank Wakaf Mikro Syariah. Bank ini berdiri di pesantren-pesantren, guna membantu bergeraknya ekonomi warga di sekitar pesantren. # 01JokowiAmin # 01IndonesiaMajupic.twitter.com/W9wBNZuW7u",,,# #,1.11287E+18,https://twitter.com/KHMarufAmin_/status/1112868060258422785,,,,,,
Nowowo🇮🇩#88,CoretPdipilpres,4/2/2019 6:47,46,81,Yang gak percaya kekuatan TNI boleh ditonton..mungkin wowo nya yg jarang nonton berita.. # PecatanLebihTNIdariTNI # OptimisIndonesiaMaju @ jokowi lagi # 02MarahCyn # JanganPilihPemimpinEmosional # 17AprilCoblosJokowiAminpic.twitter.com/cC2z97Q94K,,@,# # # # #,1.11286E+18,https://twitter.com/CoretPdipilpres/status/1112864061216059393,,,,,,
